LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
815,121687,Non-London,Secondary with KS4,1555,4.5,Low,"5,190",75,"5,265","3,412",106,552,281,394,-30,97,93,166,71,8,231,"5,381",3622,107,373,62,4936,3495,98,406,109,5007,3617,109,389,74,5006,3535,109,444,111,5113,"3,615",103,422,139,"5,121","3,540",151,374,117,"5,121","3,857",122,451,87,"5,464","3,553",146,463,101,"5,388",3964,106,394,93,5381,"3,727",122,5265,552,93,342,-1,21,31,445,99%,1%,63%,2%,10%,5%,7%,-1%,2%,2%,3%,1%,0%,4%,73%,2%,8%,1%,100%,NA,NA,NA,NA,NA,72%,2%,8%,1%,100%,NA,NA,NA,NA,NA,71%,2%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,0%,3%,100%,NA,NA,NA,NA,NA,74%,2%,7%,2%,100%,NA,NA,NA,NA,NA,1%,0%,-1%,1%,0%
815,121689,Non-London,Secondary with KS4,589,6.9,Low,"5,243",163,"5,406","2,989",158,549,522,417,-30,104,140,158,69,9,401,"5,486",3193,87,358,139,4907,3495,98,406,109,5007,3480,92,418,124,5042,3535,109,444,111,5113,"3,501",154,426,125,"5,319","3,540",151,374,117,"5,121","3,509",165,434,105,"5,402","3,553",146,463,101,"5,388",3538,158,417,140,5486,"3,727",122,5406,549,140,345,71,59,1,579,97%,3%,54%,3%,10%,10%,8%,-1%,2%,3%,3%,1%,0%,7%,65%,2%,7%,3%,100%,NA,NA,NA,NA,NA,69%,2%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,8%,2%,100%,NA,NA,NA,NA,NA,65%,3%,0%,3%,100%,NA,NA,NA,NA,NA,64%,3%,8%,3%,100%,NA,NA,NA,NA,NA,-1%,1%,1%,0%,0%
815,121690,Non-London,Secondary with KS4,292,5.8,Low,"7,075",206,"7,281","3,929",159,890,516,690,8,500,197,330,77,9,366,"7,669",3753,189,575,184,6360,3495,98,406,109,5007,3970,92,645,188,6586,3535,109,444,111,5113,"4,172",260,696,185,"7,156","3,540",151,374,117,"5,121","4,506",200,613,202,"7,411","3,553",146,463,101,"5,388",4819,159,690,197,7669,"3,727",122,7281,890,197,1066,-30,115,13,1309,97%,3%,51%,2%,12%,7%,9%,0%,7%,3%,4%,1%,0%,5%,59%,3%,9%,3%,100%,NA,NA,NA,NA,NA,60%,1%,10%,3%,100%,NA,NA,NA,NA,NA,58%,4%,10%,3%,100%,NA,NA,NA,NA,NA,61%,3%,0%,5%,100%,NA,NA,NA,NA,NA,63%,2%,9%,3%,100%,NA,NA,NA,NA,NA,4%,-1%,0%,0%,0%
815,121600,Non-London,Primary,130,2.3,Low,"4,083",172,"4,254","1,823",359,692,368,226,160,104,58,308,63,41,70,"4,272",2538,57,382,43,3567,2922,149,340,87,4382,2543,208,370,37,3659,3018,164,355,80,4513,SUPP,193,378,49,"4,010","3,005",183,317,70,"4,729","2,610",208,408,64,"4,072","3,020",170,374,69,"4,798",2515,359,226,58,4272,"3,098",168,4254,692,58,-23,302,-156,15,705,96%,4%,43%,8%,16%,9%,5%,4%,2%,1%,7%,1%,1%,2%,71%,2%,11%,1%,100%,NA,NA,NA,NA,NA,SUPP,6%,10%,1%,100%,NA,NA,NA,NA,NA,SUPP,5%,9%,1%,100%,NA,NA,NA,NA,NA,64%,5%,4%,5%,100%,NA,NA,NA,NA,NA,59%,8%,5%,1%,100%,NA,NA,NA,NA,NA,-12%,6%,-6%,0%,0%
815,143289,Non-London,Primary,0,0,Low,NA,NA,NA,SUPP,NA,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,121602,Non-London,Primary,95,6.8,Low,"7,278",232,"7,510","2,737","1,037",883,714,870,343,216,169,484,84,58,287,"7,880",SUPP,545,801,570,8846,2922,149,340,87,4382,3966,299,758,358,7241,3018,164,355,80,4513,SUPP,"1,032","1,011",256,"9,072","3,005",183,317,70,"4,729","3,737",720,952,180,"8,668","3,020",170,374,69,"4,798",3619,1037,870,169,7880,"3,098",168,7510,883,169,NA,492,69,-401,-966,97%,3%,SUPP,13%,SUPP,9%,11%,4%,3%,2%,6%,1%,1%,4%,SUPP,6%,9%,6%,100%,NA,NA,NA,NA,NA,SUPP,4%,10%,5%,100%,NA,NA,NA,NA,NA,SUPP,11%,11%,3%,100%,NA,NA,NA,NA,NA,43%,8%,3%,3%,100%,NA,NA,NA,NA,NA,NA,13%,11%,2%,100%,NA,NA,NA,NA,NA,NA,7%,2%,-4%,0%
815,121603,Non-London,Primary,112,7.1,Low,"4,583",316,"4,899","2,268",360,757,384,428,145,167,108,386,90,6,150,"5,248",SUPP,170,273,76,3955,2922,149,340,87,4382,2696,157,306,75,4161,3018,164,355,80,4513,SUPP,321,338,88,"4,700","3,005",183,317,70,"4,729","2,558",293,349,76,"4,410","3,020",170,374,69,"4,798",3025,360,428,108,5248,"3,098",168,4899,757,108,NA,190,155,32,1293,94%,6%,43%,7%,14%,7%,8%,3%,3%,2%,7%,2%,0%,3%,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,7%,7%,2%,100%,NA,NA,NA,NA,NA,58%,7%,4%,7%,100%,NA,NA,NA,NA,NA,58%,7%,8%,2%,100%,NA,NA,NA,NA,NA,NA,3%,1%,0%,0%
815,121716,Non-London,Secondary with KS4,815,1.9,Low,"4,597",385,"4,982","3,062",104,302,395,275,-19,72,75,442,50,2,162,"4,924",3630,55,186,70,4856,3495,98,406,109,5007,3588,44,185,137,4724,3535,109,444,111,5113,"3,595",75,184,141,"4,778","3,540",151,374,117,"5,121","3,376",100,196,64,"4,554","3,553",146,463,101,"5,388",3364,104,275,75,4924,"3,727",122,4982,302,75,-266,49,89,5,68,92%,8%,62%,2%,6%,8%,6%,0%,1%,2%,9%,1%,0%,3%,75%,1%,4%,1%,100%,NA,NA,NA,NA,NA,76%,1%,4%,3%,100%,NA,NA,NA,NA,NA,75%,2%,4%,3%,100%,NA,NA,NA,NA,NA,74%,2%,-1%,8%,100%,NA,NA,NA,NA,NA,68%,2%,6%,2%,100%,NA,NA,NA,NA,NA,-7%,1%,2%,1%,0%
815,121717,Non-London,Secondary with KS4,1421,2.2,Low,"4,689",217,"4,906","3,234",59,389,259,338,-50,67,69,223,48,23,207,"4,868",3257,132,330,74,4583,3495,98,406,109,5007,3215,139,315,77,4532,3535,109,444,111,5113,"3,155",224,353,77,"4,591","3,540",151,374,117,"5,121","3,375",114,320,70,"4,742","3,553",146,463,101,"5,388",3623,59,338,69,4868,"3,727",122,4906,389,69,366,-73,8,-5,285,96%,4%,66%,1%,8%,5%,7%,-1%,1%,1%,5%,1%,0%,4%,71%,3%,7%,2%,100%,NA,NA,NA,NA,NA,71%,3%,7%,2%,100%,NA,NA,NA,NA,NA,69%,5%,8%,2%,100%,NA,NA,NA,NA,NA,71%,2%,0%,5%,100%,NA,NA,NA,NA,NA,74%,1%,7%,1%,100%,NA,NA,NA,NA,NA,3%,-2%,0%,-1%,0%
815,121718,Non-London,Secondary with KS4,480,6.5,Low,"5,763",14,"5,777","3,420",138,760,372,502,9,196,63,129,49,61,219,"5,918",3541,36,453,83,5056,3495,98,406,109,5007,3665,87,444,91,5316,3535,109,444,111,5113,"3,719",90,495,73,"5,354","3,540",151,374,117,"5,121","3,673",196,535,70,"5,537","3,553",146,463,101,"5,388",4180,138,502,63,5918,"3,727",122,5777,760,63,639,102,49,-20,862,100%,0%,58%,2%,13%,6%,8%,0%,3%,1%,2%,1%,1%,4%,70%,1%,9%,2%,100%,NA,NA,NA,NA,NA,69%,2%,8%,2%,100%,NA,NA,NA,NA,NA,69%,2%,9%,1%,100%,NA,NA,NA,NA,NA,66%,4%,0%,2%,100%,NA,NA,NA,NA,NA,71%,2%,8%,1%,100%,NA,NA,NA,NA,NA,1%,1%,-1%,-1%,0%
815,121721,Non-London,Primary,16,0,Low,"12,037",294,"12,330",SUPP,155,SUPP,885,"1,364",470,196,138,"1,029",166,276,46,"4,725",SUPP,38,775,123,8330,2922,149,340,87,4382,8864,173,1235,291,13692,3018,164,355,80,4513,"6,559",159,"1,224",210,"11,006","3,005",183,317,70,"4,729",SUPP,167,"1,228",256,"11,853","3,020",170,374,69,"4,798",SUPP,155,1364,138,12104,"3,098",168,12330,1696,138,SUPP,117,589,15,3774,98%,2%,SUPP,1%,SUPP,7%,11%,4%,2%,1%,8%,1%,2%,0%,SUPP,0%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,9%,2%,100%,NA,NA,NA,NA,NA,60%,1%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP!,1%,4%,11%,100%,NA,NA,NA,NA,NA,SUPP,1%,11%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,2%,0%,0%
815,121625,Non-London,Primary,173,1.4,Low,"3,785",98,"3,883","1,925",144,768,222,293,130,128,54,153,21,31,105,"3,973",2461,137,270,89,3525,2922,149,340,87,4382,2626,178,303,76,3913,3018,164,355,80,4513,"2,771",189,314,63,"4,170","3,005",183,317,70,"4,729","2,742",160,298,47,"4,212","3,020",170,374,69,"4,798",2694,144,293,54,3973,"3,098",168,3883,768,54,233,7,23,-35,448,97%,3%,48%,4%,19%,6%,7%,3%,3%,1%,4%,1%,1%,3%,70%,4%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,5%,8%,2%,100%,NA,NA,NA,NA,NA,66%,5%,8%,2%,100%,NA,NA,NA,NA,NA,65%,4%,4%,6%,100%,NA,NA,NA,NA,NA,68%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-2%,0%,-1%,-2%,0%
815,121626,Non-London,Primary,31,3.2,Low,"7,105",546,"7,651",SUPP,361,SUPP,697,716,378,267,120,764,87,37,81,"3,508",SUPP,321,533,151,5991,2922,149,340,87,4382,3939,196,559,117,5994,3018,164,355,80,4513,SUPP,154,759,166,"7,909","3,005",183,317,70,"4,729",SUPP,588,778,136,"8,428","3,020",170,374,69,"4,798",SUPP,361,716,120,8594,"3,098",168,7651,1116,120,SUPP,40,183,-31,2603,93%,7%,SUPP,4%,SUPP,8%,8%,4%,3%,1%,9%,1%,0%,1%,SUPP,5%,9%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP!,7%,2%,6%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,1%,100%,NA,NA,NA,NA,NA,SUPP,-1%,-1%,-2%,0%
815,121627,Non-London,Primary,78,0,Low,"5,030",177,"5,207","2,593",133,826,323,533,183,199,168,364,64,109,308,"5,802",2915,47,418,122,4563,2922,149,340,87,4382,2971,79,415,106,4509,3018,164,355,80,4513,SUPP,269,511,71,"5,123","3,005",183,317,70,"4,729","3,426",123,439,52,"4,968","3,020",170,374,69,"4,798",3419,133,533,168,5802,"3,098",168,5207,826,168,504,86,115,46,1239,97%,3%,45%,2%,14%,6%,9%,3%,3%,3%,6%,1%,2%,5%,64%,1%,9%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,5%,10%,1%,100%,NA,NA,NA,NA,NA,69%,2%,0%,9%,100%,NA,NA,NA,NA,NA,59%,2%,9%,3%,100%,NA,NA,NA,NA,NA,-5%,1%,0%,0%,0%
815,121628,Non-London,Primary,20,5.3,Low,"10,142",379,"10,521","3,932","2,095",664,996,"1,034",52,391,240,686,198,52,7,"10,346",SUPP,473,1128,338,9261,2922,149,340,87,4382,4844,234,1193,277,8366,3018,164,355,80,4513,SUPP,263,"1,332",261,"10,116","3,005",183,317,70,"4,729",SUPP,151,"1,114",255,"10,844","3,020",170,374,69,"4,798",4595,2095,1034,240,10346,"3,098",168,10521,664,240,NA,1622,-94,-98,1085,96%,4%,SUPP,20%,SUPP,10%,10%,0%,4%,2%,7%,2%,1%,0%,SUPP,5%,12%,4%,100%,NA,NA,NA,NA,NA,SUPP,3%,14%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,13%,3%,100%,NA,NA,NA,NA,NA,SUPP!,1%,7%,5%,100%,NA,NA,NA,NA,NA,NA,20%,10%,2%,100%,NA,NA,NA,NA,NA,NA,15%,-2%,-2%,0%
815,121629,Non-London,Primary,48,0,Low,"6,108",130,"6,237","3,659",-135,983,382,695,213,196,190,268,67,151,45,"6,714",SUPP,177,554,128,5264,2922,149,340,87,4382,3412,178,662,152,5625,3018,164,355,80,4513,SUPP,172,676,193,"5,958","3,005",183,317,70,"4,729",SUPP,124,666,59,"5,544","3,020",170,374,69,"4,798",4642,-135,695,190,6714,"3,098",168,6237,983,190,NA,-312,141,62,1450,98%,2%,SUPP,-2%,SUPP,6%,10%,3%,3%,3%,4%,1%,2%,1%,SUPP,3%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,12%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,11%,3%,100%,NA,NA,NA,NA,NA,SUPP!,2%,4%,4%,100%,NA,NA,NA,NA,NA,NA,-2%,10%,3%,100%,NA,NA,NA,NA,NA,NA,-5%,-1%,1%,0%
815,121630,Non-London,Primary,97,2.1,Low,"4,654",120,"4,774","2,281",32,740,258,506,197,120,63,217,48,88,28,"4,579",SUPP,35,361,63,4209,2922,149,340,87,4382,3041,59,377,68,4226,3018,164,355,80,4513,"3,205",17,447,68,"4,944","3,005",183,317,70,"4,729","3,016",19,786,59,"4,904","3,020",170,374,69,"4,798",3021,32,506,63,4579,"3,098",168,4774,740,63,NA,-3,145,0,370,97%,3%,SUPP,1%,SUPP,6%,11%,4%,3%,1%,5%,1%,2%,1%,SUPP,1%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,9%,2%,100%,NA,NA,NA,NA,NA,65%,0%,9%,1%,100%,NA,NA,NA,NA,NA,62%,0%,4%,5%,100%,NA,NA,NA,NA,NA,NA,1%,11%,1%,100%,NA,NA,NA,NA,NA,NA,0%,2%,0%,0%
815,121631,Non-London,Primary,61,3.3,Low,"5,173",366,"5,539","2,694",265,772,511,614,173,202,97,478,131,47,38,"6,023",3533,180,410,139,5181,2922,149,340,87,4382,3738,327,489,186,6204,3018,164,355,80,4513,SUPP,285,509,121,"6,353","3,005",183,317,70,"4,729","3,426",206,532,110,"5,432","3,020",170,374,69,"4,798",3467,265,614,97,6023,"3,098",168,5539,772,97,-66,85,204,-42,842,93%,7%,SUPP,4%,SUPP,8%,10%,3%,3%,2%,8%,2%,1%,1%,68%,3%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,5%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,63%,4%,2%,8%,100%,NA,NA,NA,NA,NA,NA,4%,10%,2%,100%,NA,NA,NA,NA,NA,NA,1%,2%,-1%,0%
815,121632,Non-London,Primary,104,0,Low,"4,085",235,"4,320","2,205",135,735,268,335,170,124,47,237,27,8,39,"4,330",3121,197,408,137,4590,2922,149,340,87,4382,3224,139,364,121,4676,3018,164,355,80,4513,"2,581",150,326,63,"4,028","3,005",183,317,70,"4,729","2,863",247,349,86,"4,383","3,020",170,374,69,"4,798",2940,135,335,47,4330,"3,098",168,4320,735,47,-181,-62,-73,-90,-260,95%,5%,51%,3%,17%,6%,8%,4%,3%,1%,5%,1%,0%,1%,68%,4%,9%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,3%,100%,NA,NA,NA,NA,NA,64%,4%,8%,2%,100%,NA,NA,NA,NA,NA,65%,6%,4%,4%,100%,NA,NA,NA,NA,NA,68%,3%,8%,1%,100%,NA,NA,NA,NA,NA,0%,-1%,-1%,-2%,0%
815,121633,Non-London,Primary,28,0,Low,"9,719",206,"9,925","5,160",170,"1,603",460,734,367,331,143,701,128,35,101,"9,933",SUPP,166,610,151,5617,2922,149,340,87,4382,4358,155,983,177,6943,3018,164,355,80,4513,"5,897",377,961,236,"9,405","3,005",183,317,70,"4,729","6,891",523,862,134,"11,834","3,020",170,374,69,"4,798",6762,170,734,143,9933,"3,098",168,9925,1603,143,NA,4,124,-8,4316,98%,2%,52%,2%,16%,5%,7%,4%,3%,1%,7%,1%,0%,1%,SUPP,3%,11%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,14%,3%,100%,NA,NA,NA,NA,NA,63%,4%,10%,3%,100%,NA,NA,NA,NA,NA,58%,4%,3%,13%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,NA,-1%,-4%,-2%,0%
815,121635,Non-London,Primary,135,2.2,Low,"4,080",116,"4,196","2,104",189,491,266,327,140,95,42,306,58,84,53,"4,155",SUPP,147,262,45,3581,2922,149,340,87,4382,2531,99,297,56,3671,3018,164,355,80,4513,SUPP,148,305,43,"3,786","3,005",183,317,70,"4,729","2,465",113,330,39,"3,987","3,020",170,374,69,"4,798",2595,189,327,42,4155,"3,098",168,4196,491,42,NA,42,65,-3,574,97%,3%,SUPP,5%,SUPP,6%,8%,3%,2%,1%,7%,1%,2%,1%,SUPP,4%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,1%,100%,NA,NA,NA,NA,NA,62%,3%,3%,8%,100%,NA,NA,NA,NA,NA,NA,5%,8%,1%,100%,NA,NA,NA,NA,NA,NA,1%,1%,0%,0%
815,121638,Non-London,Primary,164,2.8,Low,"4,043",44,"4,087","2,074",-6,710,258,326,167,128,59,188,109,75,40,"4,128",2528,15,314,90,3769,2922,149,340,87,4382,2548,52,330,69,4059,3018,164,355,80,4513,"2,528",82,344,70,"4,139","3,005",183,317,70,"4,729","2,386",146,344,81,"4,140","3,020",170,374,69,"4,798",2784,-6,326,59,4128,"3,098",168,4087,710,59,256,-21,12,-31,359,99%,1%,50%,0%,17%,6%,8%,4%,3%,1%,5%,3%,2%,1%,67%,0%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,8%,2%,100%,NA,NA,NA,NA,NA,61%,2%,8%,2%,100%,NA,NA,NA,NA,NA,57%,4%,4%,6%,100%,NA,NA,NA,NA,NA,67%,0%,8%,1%,100%,NA,NA,NA,NA,NA,0%,0%,0%,-1%,0%
815,121639,Non-London,Primary,182,4.4,Low,"4,352",107,"4,459","2,231",233,634,211,288,163,151,27,242,39,94,43,"4,355",2300,161,294,87,3505,2922,149,340,87,4382,2283,146,291,59,3409,3018,164,355,80,4513,"2,478",113,273,60,"3,735","3,005",183,317,70,"4,729","2,617",174,284,53,"4,055","3,020",170,374,69,"4,798",2865,233,288,27,4355,"3,098",168,4459,634,27,565,72,-6,-60,850,98%,2%,SUPP,5%,SUPP,5%,7%,4%,3%,1%,6%,1%,2%,1%,66%,5%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,9%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,64%,4%,4%,6%,100%,NA,NA,NA,NA,NA,NA,5%,7%,1%,100%,NA,NA,NA,NA,NA,NA,0%,-1%,-1%,0%
815,121641,Non-London,Primary,56,3.6,Low,"5,686",218,"5,904","2,719",252,800,626,620,293,282,144,450,136,90,66,"6,478",SUPP,19,529,278,5574,2922,149,340,87,4382,3376,124,498,235,5407,3018,164,355,80,4513,SUPP,116,459,155,"5,130","3,005",183,317,70,"4,729","3,037",340,693,141,"5,788","3,020",170,374,69,"4,798",3519,252,620,144,6478,"3,098",168,5904,800,144,NA,233,91,-134,904,96%,4%,SUPP,4%,SUPP,10%,10%,5%,4%,2%,7%,2%,1%,1%,SUPP,0%,9%,5%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,4%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,3%,100%,NA,NA,NA,NA,NA,53%,6%,3%,6%,100%,NA,NA,NA,NA,NA,NA,4%,10%,2%,100%,NA,NA,NA,NA,NA,NA,4%,1%,-3%,0%
815,121642,Non-London,Primary,279,3.6,Low,"4,052",106,"4,158","1,981",147,709,221,299,152,102,44,231,36,88,53,"4,063",2468,90,208,70,3433,2922,149,340,87,4382,2484,128,215,70,3465,3018,164,355,80,4513,SUPP,131,217,56,"3,805","3,005",183,317,70,"4,729","2,678",124,251,56,"4,019","3,020",170,374,69,"4,798",2690,147,299,44,4063,"3,098",168,4158,709,44,222,57,91,-26,630,97%,3%,49%,4%,17%,5%,7%,4%,3%,1%,6%,1%,2%,1%,72%,3%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,6%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,6%,1%,100%,NA,NA,NA,NA,NA,66%,3%,3%,6%,100%,NA,NA,NA,NA,NA,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-6%,1%,1%,-1%,0%
815,121664,Non-London,Secondary with KS4,972,5.1,Low,"5,161",60,"5,220","3,260",111,448,414,459,-23,80,93,185,53,94,262,"5,437",3611,79,363,119,5093,3495,98,406,109,5007,3666,100,352,118,5142,3535,109,444,111,5113,"3,540",183,370,97,"5,102","3,540",151,374,117,"5,121","3,786",119,382,97,"5,359","3,553",146,463,101,"5,388",3709,111,459,93,5437,"3,727",122,5220,448,93,98,32,96,-26,344,99%,1%,60%,2%,8%,8%,8%,0%,1%,2%,3%,1%,2%,5%,71%,2%,7%,2%,100%,NA,NA,NA,NA,NA,71%,2%,7%,2%,100%,NA,NA,NA,NA,NA,69%,4%,7%,2%,100%,NA,NA,NA,NA,NA,70%,2%,0%,4%,100%,NA,NA,NA,NA,NA,68%,2%,8%,2%,100%,NA,NA,NA,NA,NA,-3%,0%,1%,0%,0%
815,121665,Non-London,Secondary with KS4,595,6.1,Low,"5,192",79,"5,272","3,361",102,365,409,572,-23,84,69,266,20,8,202,"5,435",3460,100,449,73,5017,3495,98,406,109,5007,3407,111,473,86,4971,3535,109,444,111,5113,"3,302",98,547,99,"5,095","3,540",151,374,117,"5,121","3,487",55,547,56,"5,047","3,553",146,463,101,"5,388",3726,102,572,69,5435,"3,727",122,5272,365,69,266,2,123,-4,418,98%,2%,62%,2%,7%,8%,11%,0%,2%,1%,5%,0%,0%,4%,69%,2%,9%,1%,100%,NA,NA,NA,NA,NA,69%,2%,10%,2%,100%,NA,NA,NA,NA,NA,65%,2%,11%,2%,100%,NA,NA,NA,NA,NA,70%,1%,0%,5%,100%,NA,NA,NA,NA,NA,69%,2%,11%,1%,100%,NA,NA,NA,NA,NA,0%,0%,2%,0%,0%
815,121666,Non-London,Secondary with KS4,907,5.4,Low,"5,126",67,"5,192","3,182",145,381,306,374,-13,126,89,198,63,26,252,"5,130",3265,166,349,83,4700,3495,98,406,109,5007,3507,111,383,61,4891,3535,109,444,111,5113,"3,606",215,451,78,"5,247","3,540",151,374,117,"5,121","3,703",167,468,133,"5,515","3,553",146,463,101,"5,388",3563,145,374,89,5130,"3,727",122,5192,381,89,298,-21,25,6,430,99%,1%,62%,3%,7%,6%,7%,0%,2%,2%,4%,1%,1%,5%,69%,4%,7%,2%,100%,NA,NA,NA,NA,NA,72%,2%,8%,1%,100%,NA,NA,NA,NA,NA,69%,4%,9%,1%,100%,NA,NA,NA,NA,NA,67%,3%,0%,6%,100%,NA,NA,NA,NA,NA,69%,3%,7%,2%,100%,NA,NA,NA,NA,NA,0%,-1%,0%,0%,0%
815,121667,Non-London,Secondary with KS4,1054,10.3,Low,"5,515",128,"5,643","3,205",87,901,400,411,25,93,108,86,41,61,447,"5,863",3526,62,329,95,5499,3495,98,406,109,5007,3535,67,340,99,5273,3535,109,444,111,5113,"3,282",46,309,68,"4,805","3,540",151,374,117,"5,121","3,880",55,387,125,"5,571","3,553",146,463,101,"5,388",4106,87,411,108,5863,"3,727",122,5643,901,108,580,25,82,13,364,98%,2%,55%,1%,15%,7%,7%,0%,2%,2%,1%,1%,1%,8%,64%,1%,6%,2%,100%,NA,NA,NA,NA,NA,67%,1%,6%,2%,100%,NA,NA,NA,NA,NA,68%,1%,6%,1%,100%,NA,NA,NA,NA,NA,70%,1%,1%,1%,100%,NA,NA,NA,NA,NA,70%,1%,7%,2%,100%,NA,NA,NA,NA,NA,6%,0%,1%,0%,0%
